dataset,entity-minimum,entity-maximum,organisation
infrastructure-funding-statement,8100023,8100023,government-organisation:D4
infrastructure-funding-statement,8100158,8100158,local-authority:ADU
infrastructure-funding-statement,8100019,8100019,local-authority:ALL
infrastructure-funding-statement,8100032,8100032,local-authority:AMB
infrastructure-funding-statement,8100149,8100149,local-authority:ARU
infrastructure-funding-statement,8100064,8100064,local-authority:ASF
infrastructure-funding-statement,8100121,8100121,local-authority:ASH
infrastructure-funding-statement,8100015,8100015,local-authority:BAB
infrastructure-funding-statement,8100134,8100134,local-authority:BAE
infrastructure-funding-statement,8100159,8100159,local-authority:BAN
infrastructure-funding-statement,8100122,8100122,local-authority:BAR
infrastructure-funding-statement,8100033,8100033,local-authority:BAS
infrastructure-funding-statement,8100105,8100105,local-authority:BBD
infrastructure-funding-statement,8100110,8100110,local-authority:BDF
infrastructure-funding-statement,8100151,8100151,local-authority:BDG
infrastructure-funding-statement,8100176,8100176,local-authority:BEN
infrastructure-funding-statement,8100127,8100127,local-authority:BEX
infrastructure-funding-statement,8100030,8100030,local-authority:BIR
infrastructure-funding-statement,8100041,8100041,local-authority:BIR
infrastructure-funding-statement,8100059,8100059,local-authority:BIR
infrastructure-funding-statement,8100093,8100093,local-authority:BIR
infrastructure-funding-statement,8100170,8100170,local-authority:BKM
infrastructure-funding-statement,8100193,8100193,local-authority:BLA
infrastructure-funding-statement,8100169,8100169,local-authority:BNE
infrastructure-funding-statement,8100026,8100026,local-authority:BNH
infrastructure-funding-statement,8100044,8100044,local-authority:BNS
infrastructure-funding-statement,8100173,8100173,local-authority:BOL
infrastructure-funding-statement,8100010,8100010,local-authority:BOS
infrastructure-funding-statement,8100156,8100156,local-authority:BOT
infrastructure-funding-statement,8100079,8100079,local-authority:BPL
infrastructure-funding-statement,8100071,8100071,local-authority:BRA
infrastructure-funding-statement,8100004,8100004,local-authority:BRC
infrastructure-funding-statement,8100103,8100103,local-authority:BRD
infrastructure-funding-statement,8100089,8100089,local-authority:BRE
infrastructure-funding-statement,8100047,8100047,local-authority:BRM
infrastructure-funding-statement,8100199,8100199,local-authority:BRM
infrastructure-funding-statement,8100035,8100035,local-authority:BRO
infrastructure-funding-statement,8100111,8100111,local-authority:BRO
infrastructure-funding-statement,8100014,8100014,local-authority:BRT
infrastructure-funding-statement,8100098,8100098,local-authority:BRX
infrastructure-funding-statement,8100189,8100189,local-authority:BRY
infrastructure-funding-statement,8100027,8100027,local-authority:BST
infrastructure-funding-statement,8100190,8100190,local-authority:BST
infrastructure-funding-statement,8100042,8100042,local-authority:CAB
infrastructure-funding-statement,8100067,8100067,local-authority:CAN
infrastructure-funding-statement,8100188,8100188,local-authority:CAR
infrastructure-funding-statement,8100112,8100112,local-authority:CAT
infrastructure-funding-statement,8100013,8100013,local-authority:CHA
infrastructure-funding-statement,8100165,8100165,local-authority:CHC
infrastructure-funding-statement,8100179,8100179,local-authority:CHI
infrastructure-funding-statement,8100163,8100163,local-authority:CHL
infrastructure-funding-statement,8100125,8100125,local-authority:CHO
infrastructure-funding-statement,8100194,8100194,local-authority:CHR
infrastructure-funding-statement,8100024,8100024,local-authority:CHS
infrastructure-funding-statement,8100140,8100140,local-authority:CHT
infrastructure-funding-statement,8100141,8100141,local-authority:CMA
infrastructure-funding-statement,8100178,8100178,local-authority:COL
infrastructure-funding-statement,8100171,8100171,local-authority:CON
infrastructure-funding-statement,8100083,8100083,local-authority:COP
infrastructure-funding-statement,8100160,8100160,local-authority:COR
infrastructure-funding-statement,8100097,8100097,local-authority:COT
infrastructure-funding-statement,8100114,8100114,local-authority:COV
infrastructure-funding-statement,8100147,8100147,local-authority:CPCA
infrastructure-funding-statement,8100075,8100075,local-authority:CRA
infrastructure-funding-statement,8100187,8100187,local-authority:CRW
infrastructure-funding-statement,8100146,8100146,local-authority:CRY
infrastructure-funding-statement,8100167,8100167,local-authority:DAC
infrastructure-funding-statement,8100185,8100185,local-authority:DAL
infrastructure-funding-statement,8100135,8100135,local-authority:DAR
infrastructure-funding-statement,8100130,8100130,local-authority:DAV
infrastructure-funding-statement,8100100,8100100,local-authority:DBY
infrastructure-funding-statement,8100096,8100096,local-authority:DEB
infrastructure-funding-statement,8100081,8100081,local-authority:DER
infrastructure-funding-statement,8100021,8100021,local-authority:DNC
infrastructure-funding-statement,8100087,8100087,local-authority:DOR
infrastructure-funding-statement,8100008,8100008,local-authority:DOV
infrastructure-funding-statement,8100137,8100137,local-authority:DST
infrastructure-funding-statement,8100038,8100038,local-authority:DUD
infrastructure-funding-statement,8100168,8100168,local-authority:DUR
infrastructure-funding-statement,8100039,8100039,local-authority:EAS
infrastructure-funding-statement,8100104,8100104,local-authority:EAT
infrastructure-funding-statement,8100077,8100077,local-authority:ECA
infrastructure-funding-statement,8100016,8100016,local-authority:EDO
infrastructure-funding-statement,8100052,8100052,local-authority:EHA
infrastructure-funding-statement,8100107,8100107,local-authority:EHE
infrastructure-funding-statement,8100131,8100131,local-authority:ELM
infrastructure-funding-statement,8100094,8100094,local-authority:ENF
infrastructure-funding-statement,8100182,8100182,local-authority:ENO
infrastructure-funding-statement,8100018,8100018,local-authority:EPP
infrastructure-funding-statement,8100062,8100062,local-authority:EPS
infrastructure-funding-statement,8100145,8100145,local-authority:ERE
infrastructure-funding-statement,8100117,8100117,local-authority:ERY
infrastructure-funding-statement,8100072,8100072,local-authority:ESK
infrastructure-funding-statement,8100090,8100090,local-authority:ESS
infrastructure-funding-statement,8100091,8100091,local-authority:EST
infrastructure-funding-statement,8100133,8100133,local-authority:ESX
infrastructure-funding-statement,8100118,8100118,local-authority:EXE
infrastructure-funding-statement,8100115,8100115,local-authority:FAR
infrastructure-funding-statement,8100129,8100129,local-authority:FEN
infrastructure-funding-statement,8100086,8100086,local-authority:FOE
infrastructure-funding-statement,8100116,8100116,local-authority:FOR
infrastructure-funding-statement,8100082,8100082,local-authority:GAT
infrastructure-funding-statement,8100142,8100142,local-authority:GED
infrastructure-funding-statement,8100139,8100139,local-authority:GLO
infrastructure-funding-statement,8100166,8100166,local-authority:GLS
infrastructure-funding-statement,8100070,8100070,local-authority:GOS
infrastructure-funding-statement,8100050,8100050,local-authority:GRA
infrastructure-funding-statement,8100162,8100162,local-authority:GRE
infrastructure-funding-statement,8100006,8100006,local-authority:GRT
infrastructure-funding-statement,8100011,8100011,local-authority:HAA
infrastructure-funding-statement,8100020,8100020,local-authority:HAA
infrastructure-funding-statement,8100043,8100043,local-authority:HAA
infrastructure-funding-statement,8100049,8100049,local-authority:HAA
infrastructure-funding-statement,8100066,8100066,local-authority:HAA
infrastructure-funding-statement,8100073,8100073,local-authority:HAA
infrastructure-funding-statement,8100099,8100099,local-authority:HAA
infrastructure-funding-statement,8100106,8100106,local-authority:HAA
infrastructure-funding-statement,8100119,8100119,local-authority:HAA
infrastructure-funding-statement,8100154,8100154,local-authority:HAA
infrastructure-funding-statement,8100164,8100164,local-authority:HAA
infrastructure-funding-statement,8100102,8100102,local-authority:HAE
infrastructure-funding-statement,8100192,8100192,local-authority:HAG
infrastructure-funding-statement,8100034,8100034,local-authority:HAM
infrastructure-funding-statement,8100054,8100054,local-authority:HAO
infrastructure-funding-statement,8100101,8100101,local-authority:HAR
infrastructure-funding-statement,8100124,8100124,local-authority:HAS
infrastructure-funding-statement,8100084,8100084,local-authority:HAT
infrastructure-funding-statement,8100113,8100113,local-authority:HAV
infrastructure-funding-statement,8100056,8100056,local-authority:HCK
infrastructure-funding-statement,8100108,8100108,local-authority:HEF
infrastructure-funding-statement,8100058,8100058,local-authority:HER
infrastructure-funding-statement,8100109,8100109,local-authority:HER
infrastructure-funding-statement,8100196,8100196,local-authority:HER
infrastructure-funding-statement,8100152,8100152,local-authority:HIG
infrastructure-funding-statement,8100007,8100007,local-authority:HIL
infrastructure-funding-statement,8100060,8100060,local-authority:HIL
infrastructure-funding-statement,8100068,8100068,local-authority:HIL
infrastructure-funding-statement,8100088,8100088,local-authority:HIL
infrastructure-funding-statement,8100195,8100195,local-authority:HIL
infrastructure-funding-statement,8100036,8100036,local-authority:HIN
infrastructure-funding-statement,8100153,8100153,local-authority:HMF
infrastructure-funding-statement,8100138,8100138,local-authority:HNS
infrastructure-funding-statement,8100012,8100012,local-authority:HOR
infrastructure-funding-statement,8100040,8100040,local-authority:HPL
infrastructure-funding-statement,8100132,8100132,local-authority:HRT
infrastructure-funding-statement,8100076,8100076,local-authority:HRW
infrastructure-funding-statement,8100045,8100045,local-authority:HRY
infrastructure-funding-statement,8100005,8100005,local-authority:HUN
infrastructure-funding-statement,8100174,8100174,local-authority:IOS
infrastructure-funding-statement,8100063,8100063,local-authority:IOW
infrastructure-funding-statement,8100031,8100031,local-authority:IPS
infrastructure-funding-statement,8100055,8100055,local-authority:ISL
infrastructure-funding-statement,8100191,8100191,local-authority:KEC
infrastructure-funding-statement,8100000,8100000,local-authority:KEN
infrastructure-funding-statement,8100080,8100080,local-authority:KET
infrastructure-funding-statement,8100078,8100078,local-authority:KHL
infrastructure-funding-statement,8100001,8100001,local-authority:KIN
infrastructure-funding-statement,8100025,8100025,local-authority:KIN
infrastructure-funding-statement,8100048,8100048,local-authority:KIN
infrastructure-funding-statement,8100144,8100144,local-authority:KIN
infrastructure-funding-statement,8100197,8100197,local-authority:KIN
infrastructure-funding-statement,8100029,8100029,local-authority:KIR
infrastructure-funding-statement,8100155,8100155,local-authority:KTT
infrastructure-funding-statement,8100085,8100085,local-authority:KWL
infrastructure-funding-statement,8100051,8100051,local-authority:LAC
infrastructure-funding-statement,8100186,8100186,local-authority:LBH
infrastructure-funding-statement,8100002,8100002,local-authority:LCE
infrastructure-funding-statement,8100123,8100123,local-authority:LCE
infrastructure-funding-statement,8100022,8100022,local-authority:LDS
infrastructure-funding-statement,8100061,8100061,local-authority:LEC
infrastructure-funding-statement,8100181,8100181,local-authority:LEE
infrastructure-funding-statement,8100074,8100074,local-authority:LEW
infrastructure-funding-statement,8100175,8100175,local-authority:LIF
infrastructure-funding-statement,8100095,8100095,local-authority:MEL
infrastructure-funding-statement,8100069,8100069,local-authority:MSU
infrastructure-funding-statement,8100046,8100046,local-authority:NEA
infrastructure-funding-statement,8100184,8100184,local-authority:NFK
infrastructure-funding-statement,8100120,8100120,local-authority:NLN
infrastructure-funding-statement,8100177,8100177,local-authority:NTY
infrastructure-funding-statement,8100200,8100200,local-authority:RED
infrastructure-funding-statement,8100143,8100143,local-authority:ROH
infrastructure-funding-statement,8100128,8100128,local-authority:SHA
infrastructure-funding-statement,8100180,8100180,local-authority:SHE
infrastructure-funding-statement,8100148,8100148,local-authority:SND
infrastructure-funding-statement,8100017,8100017,local-authority:SNO
infrastructure-funding-statement,8100126,8100126,local-authority:SNO
infrastructure-funding-statement,8100065,8100065,local-authority:SWT
infrastructure-funding-statement,8100198,8100198,local-authority:SUA
infrastructure-funding-statement,8100037,8100037,local-authority:TEN
infrastructure-funding-statement,8100003,8100003,local-authority:TWH
infrastructure-funding-statement,8100057,8100057,local-authority:UTT
infrastructure-funding-statement,8100183,8100183,local-authority:VAL
infrastructure-funding-statement,8100092,8100092,local-authority:WAE
infrastructure-funding-statement,8100028,8100028,local-authority:WAR
infrastructure-funding-statement,8100136,8100136,local-authority:WDE
infrastructure-funding-statement,8100161,8100161,local-authority:WEA
infrastructure-funding-statement,8100172,8100172,local-authority:WIL
infrastructure-funding-statement,8100053,8100053,local-authority:WOT
infrastructure-funding-statement,8100150,8100150,local-authority:WSX
infrastructure-funding-statement,8100157,8100157,national-park-authority:Q20198711
infrastructure-funding-statement,8100009,8100009,national-park-authority:Q72617158
